"SUBJECT","ROUND","SURVEY_DAY","RESPONDER","SEASON","CONSUMPTION_DAY","CONSUMPTION_MONTH","CONSUMPTION_YEAR","WEEK_DAY","EXCEPTION_DAY","CONSUMPTION_TIME_HOUR","CONSUMPTION_TIME_MINUTES","MEAL_NAME","PLACE","FOOD_TYPE","RECIPE_CODE","RECIPE_DESCR","RECIPE_DESCR_ENG","FOODEX2_RECIPE_CODE","FOODEX2_RECIPE_DESCR","AMOUNT_RECIPE","CODE_INGREDIENT","INGREDIENT","INGREDIENT_ENG","FOODEX2_INGR_CODE","FOODEX2_INGR_DESCR","FOOD_AMOUNT_UNPROC","FOOD_AMOUNT_CONS","FOOD_AMOUNT_REPORTED","ENERGY_kcal","WATER_g","PROTEIN_g","A_PROT_g","V_PROT_g","CARBOH_g","SUGAR_g","FIBTG_g","ALCOHOL_g","FAT_g","SAT_FAT_g","MUFA_g","PUFA_g","TFA_g","CHOL_mg","CALC_mg","IRON_mg","ZINC_mg","MG_mg","PHOS_mg","POTA_mg","NA_mg","CU_mg","IOD_mcg","SE_mcg","MN_mg","VITC_mg","THIA_mg","RIBO_mg","NIAC_mg","VITB5_mg","VITB6_mg","FOLDFE_mcg","FOL_mcg","FOLFD_mcg","FOLFRE_mcg","FOLAC_mcg","VITB12_mcg","VITA_RAE_mcg","VITA_RE_mcg","BCAROT_mcg","RETOL_mcg","VITD_mcg","VITE_mg","VITK_mcg","PHY_mg","VERSION"
355,1,1,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,459.5,459.5,1443,,11.9,,,352,,,,3.2,,,,,,144,8.73,3.22,,,,,,,,,264.7,1.15,0,5.79,,2.9,116,,,,,0,29,,,,,,,,""
355,1,1,,,,,,,,,,,,,,,,,,,818071,,"* COWPEA LEAVES,FRESH,RAW *BOILED*","A0DKA#F28.A07GL","Black eyed peas leaves, PROCESS=Boiling",,114.9,114.9,33,,4.7,,,5.5,,,,0.3,,,,,,72,2.21,0.33,,,,,,,,,28.95,0.37,0.2,1.22,,0.2,87,,,,,0,39,,,,,,,,""
355,1,1,,,,,,,,,,,,,,,,,,,808010,,"* GROUNDNUTS,ALL TYPES,ROASTED,PASTED *BOILED*","A015H#F03.A06JD$F28.A07GY$F28.A0C6N$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Roasting,  PROCESS=Pulping / mashing,  PROCESS=Boiling",,152.7,152.7,898,,38.3,,,29.9,,,,77,,,,,,66,2.86,4.44,,,,,,,,,0,0.09,0.15,19.44,,0.78,90,,,,,0,0,,,,,,,,""
355,1,1,,,,,,,,,,,,,,,,,,,801042,,"* MAIZE FLOUR,WHITE GRAIN,UNREFINED,RAW *BOILED*","A002Q#F20.A07QY$F28.A07GL","Maize flour, HOW=With husks, PROCESS=Boiling",,40.7,40.7,147,,2.8,,,31.3,,,,1.6,,,,,,3,0.97,0.7,,,,,,,,,0,0.08,0.03,0.7,,0.13,7,,,,,0,0,,,,,,,,""
355,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,13.4,13.4,52,,0,,,13.4,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,806109,,"* BEAN,WHOLE SEED,CRANBERRY (KANYEBWA),DRIED,RAW *BOILED*","A012T#F03.A06HY$F28.A07HS$F28.A07GL","Borlotti or other common beans (dry),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,54.5,54.5,183,,12.6,,,32.7,,,,0.7,,,,,,62,2.18,1.78,,,,,,,,,0,0.19,0.09,0.48,,0.09,115,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,811021,,"* BEEF,MEDIUM FAT,FRESH,RAW *BOILED*","A01QX#F10.A077B$F28.A07GL","Cow, ox or bull fresh meat, INFO=Half fat or medium fat, PROCESS=Boiling",,3.7,3.7,9,,0.7,,,0,,,,0.7,,,,,,0,0.07,0.14,,,,,,,,,0,0,0.01,0.11,,0.01,0,,,,,0.08,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,812041,,"* BEEF,OFFALS,FRESH,RAW *BOILED*","A01ZM#F28.A07GL","Bovine edible offals (other than liver and kidney), PROCESS=Boiling",,3.4,3.4,3,,0.4,,,0,,,,0.1,,,,,,2,0.02,0.05,,,,,,,,,0,0,0,0.03,,0,0,,,,,0.04,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,829002,,"* CABBAGE,GREEN,FRESH,BOILED *BOILED*","A00FY#F28.A07GL$F10.A0F2Q$F10.A166Y","Head cabbages, PROCESS = Boiling, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Fresh",,3.2,3.2,1,,0,,,0.2,,,,0,,,,,,2,0.01,0.01,,,,,,,,,1.02,0,0,0.01,,0,1,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,829001,,"* CABBAGE,GREEN,FRESH,RAW *BOILED*","A00FY#F28.A07GL$F10.A0F2Q$F10.A166Y","Head cabbages, PROCESS = Boiling, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Fresh",,31.9,31.9,8,,0.4,,,1.9,,,,0,,,,,,13,0.16,0.06,,,,,,,,,9.93,0.02,0.01,0.07,,0.04,12,,,,,0,2,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,457.3,457.3,1436,,11.9,,,350.3,,,,3.2,,,,,,144,8.69,3.2,,,,,,,,,263.39,1.14,0,5.76,,2.88,115,,,,,0,29,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,808007,,"* GROUNDNUTS,ALL TYPES,GROUND (POWDERED),RAW *BOILED*","A015H#F03.A06JD$F28.A07HS$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,20.8,20.8,118,,5.4,,,3.4,,,,10.2,,,,,,19,0.95,0.68,,,,,,,,,0,0.11,0.03,2.39,,0.07,40,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,808010,,"* GROUNDNUTS,ALL TYPES,ROASTED,PASTED *BOILED*","A015H#F03.A06JD$F28.A07GY$F28.A0C6N$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Roasting,  PROCESS=Pulping / mashing,  PROCESS=Boiling",,5.2,5.2,31,,1.3,,,1,,,,2.6,,,,,,2,0.1,0.15,,,,,,,,,0,0,0.01,0.66,,0.03,3,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,801041,,"* MAIZE FLOUR,FM WHITE GRAIN,REFINED,RAW *BOILED*","A002Q#F20.A07QZ$F28.A07GL","Maize flour, HOW=W/o husks, PROCESS=Boiling",,201.9,201.9,745,,14.6,,,159.8,,,,3.6,,,,,,6,2.22,1.43,,,,,,,,,0,0.18,0.1,1.64,,0.32,30,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,1,1,0,,0,,,0.1,,,,0,,,,,,0,0,0,,,,,,,,,0.07,0,0,0,,0,0,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,3,3,1,,0,,,0.3,,,,0,,,,,,1,0.01,0.01,,,,,,,,,0.19,0,0,0,,0,0,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,21.6,21.6,4,,0.2,,,0.8,,,,0,,,,,,2,0.06,0.04,,,,,,,,,2.33,0.01,0,0.12,,0.02,3,,,,,0,9,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,829062,,"* TOMATO,FRESH,SEMI-RIPE,RAW *BOILED*","A0DMX#F28.A07GL$F10.A0F5G$F10.A166Y","Tomatoes, PROCESS = Boiling, QUALITATIVE-INFO = Semi-ripe, QUALITATIVE-INFO = Fresh",,0.9,0.9,0,,0,,,0,,,,0,,,,,,0,0,0,,,,,,,,,0.13,0,0,0,,0,0,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,829066,,"* TOMATO,RIPE,FRESH,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,1.3,1.3,0,,0,,,0.1,,,,0,,,,,,0,0,0,,,,,,,,,0.14,0,0,0.01,,0,0,,,,,0,1,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,5003,,"BANANA,MATOOKE,GREEN & FRESH,STEAMED","A0DQJ#F10.A07XM$F10.A166Y$F28.A07GP","Plantains - acuminata cultivars,  QUAL=Unripe / immature,  QUAL=Fresh,  PROCESS=Steaming",,161.3,161.3,216,,2.3,,,56.6,,,,0.7,,,,,,5,1.06,0.24,,,,,,,,,24.48,0.08,0.08,1.16,,0.5,31,,,,,0,89,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,12042,,"BEEF,OFFALS,BOILED","A01ZM#F28.A07GL","Bovine edible offals (other than liver and kidney), PROCESS=Boiling",,46.6,46.6,109,,5.8,,,0,,,,9.5,,,,,,12,0.69,0.86,,,,,,,,,0,0,0.02,0.04,,0,0,,,,,0.2,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,2003,,"CASSAVA ROOT,FRESH,W/O SKIN,STEAMED","A00ZZ#F10.A166Y$F20.A07QR$F28.A07GP","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Steaming",,262.8,262.8,294,,2.5,,,70,,,,0.5,,,,,,28,0.47,0.6,,,,,,,,,28.41,0.13,0.08,1.47,,0.16,37,,,,,0,2,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,1203,,"RICE,WHITE GRAIN (POLISHED),FRIED","A003D#F28.A07GR","Rice grain, polished,  PROCESS=Frying",,316,316,556,,10.1,,,122.6,,,,0.9,,,,,,13,1.26,1.9,,,,,,,,,0,0.08,0.06,2.47,,0.2,9,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,40.3,40.3,156,,0,,,40.3,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,725015,,"VEGETABLE OIL,SOYBEAN","A036X","Soya bean oil, refined",,0.2,0.2,2,,0,,,0,,,,0.2,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,725001,,"VEGETABLE OIL,UNSPECIFIED BRAND","A036N","Vegetable fats and oils, edible",,0.8,0.8,7,,0,,,0,,,,0.8,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,725011,,"Vegetable oil, sunflower seed","A037D","Sunflower seed oil, edible",,4.7,4.7,41,,0,,,0,,,,4.7,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
356,1,1,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,1.1,1.1,10,,0,,,0,,,,1.1,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,20,,,,,,,,""
357,1,1,,,,,,,,,,,,,,,,,,,806109,,"* BEAN,WHOLE SEED,CRANBERRY (KANYEBWA),DRIED,RAW *BOILED*","A012T#F03.A06HY$F28.A07HS$F28.A07GL","Borlotti or other common beans (dry),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,147.1,147.1,493,,33.9,,,88.4,,,,1.8,,,,,,168,5.89,4.81,,,,,,,,,0,0.5,0.25,1.29,,0.25,311,,,,,0,0,,,,,,,,""
357,1,1,,,,,,,,,,,,,,,,,,,806009,,"* BEAN,WHOLE SEED,K20 (PINTO),DRIED,RAW *BOILED*","A012T#F28.A07GL","Borlotti beans (dry), PROCESS=Boiling",,170.4,170.4,591,,36.5,,,106.6,,,,2.1,,,,,,173,6.92,3.49,,,,,,,,,7.51,0.55,0.29,1.19,,0.44,313,,,,,0,0,,,,,,,,""
357,1,1,,,,,,,,,,,,,,,,,,,802001,,"* CASSAVA ROOT,FRESH,RAW *BOILED*","A00ZZ#F10.A166Y$F20.A07QR$F28.A07HS$F28.A07GL","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,676,676,1082,,9.2,,,257.3,,,,1.9,,,,,,103,1.76,2.16,,,,,,,,,90.51,0.47,0.34,5.21,,0.54,119,,,,,0,6,,,,,,,,""
357,1,1,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,15.8,15.8,6,,0.2,,,1.5,,,,0,,,,,,4,0.03,0.03,,,,,,,,,0.99,0.01,0,0.02,,0.02,3,,,,,0,0,,,,,,,,""
357,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,21.7,21.7,4,,0.2,,,0.9,,,,0,,,,,,2,0.06,0.04,,,,,,,,,2.34,0.01,0,0.12,,0.02,3,,,,,0,9,,,,,,,,""
357,1,1,,,,,,,,,,,,,,,,,,,2003,,"CASSAVA ROOT,FRESH,W/O SKIN,STEAMED","A00ZZ#F10.A166Y$F20.A07QR$F28.A07GP","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Steaming",,143.7,143.7,161,,1.4,,,38.3,,,,0.3,,,,,,15,0.26,0.33,,,,,,,,,15.54,0.07,0.04,0.8,,0.09,20,,,,,0,1,,,,,,,,""
357,1,1,,,,,,,,,,,,,,,,,,,29118,,"PUMPKIN,MATURE FRUIT,FRESH,STEAMED","A00KH#F10.A07XL$F28.A07GP","Pumpkins, INFO=Ripe / mature, PROCESS=Steaming",,201.1,201.1,83,,3.2,,,20.6,,,,0.3,,,,,,67,2.53,1.03,,,,,,,,,24.3,0.14,0.32,1.81,,0.16,43,,,,,0,1113,,,,,,,,""
357,1,1,,,,,,,,,,,,,,,,,,,26005,,"SUGAR,SACCHARIN CRYSTALS","A046N","Saccharine",,0,0,0,,0,,,0,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
357,1,1,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,24.7,24.7,218,,0,,,0,,,,24.7,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,427,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,806101,,"* BEAN,WHOLE SEED,CRANBERRY (KANYEBWA),FRESH,RAW *BOILED*","A012B#F03.A06HY$F28.A07HS$F28.A07GL","Borlotti or other common beans (without pods),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,126.7,126.7,97,,6.6,,,17.3,,,,0.4,,,,,,33,1.23,0.95,,,,,,,,,0,0.14,0.05,0.29,,0.06,87,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,806130,,"* BEAN,WHOLE SEED,KIDNEY (ALL TYPES),DRIED,BOILED *BOILED*","A012V#F03.A06HY$F28.A07GL","Kidney bean (fresh seeds),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Boiling",,60.6,60.6,77,,5.3,,,13.8,,,,0.3,,,,,,19,1.14,0.55,,,,,,,,,0.51,0.06,0.03,0.25,,0.05,39,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,806129,,"* BEAN,WHOLE SEED,KIDNEY (ALL TYPES),DRIED,RAW *BOILED*","A012V#F03.A06HY$F28.A07HS$F28.A07GL","Kidney bean (fresh seeds),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,13.5,13.5,45,,3.2,,,8.1,,,,0.1,,,,,,17,0.88,0.34,,,,,,,,,0.42,0.03,0.02,0.17,,0.03,19,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,829001,,"* CABBAGE,GREEN,FRESH,RAW *BOILED*","A00FY#F28.A07GL$F10.A0F2Q$F10.A166Y","Head cabbages, PROCESS = Boiling, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Fresh",,26.3,26.3,7,,0.3,,,1.5,,,,0,,,,,,11,0.13,0.05,,,,,,,,,8.17,0.01,0.01,0.06,,0.03,10,,,,,0,1,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,241,241,757,,6.3,,,184.6,,,,1.7,,,,,,76,4.58,1.69,,,,,,,,,138.84,0.6,0,3.04,,1.52,61,,,,,0,15,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,801041,,"* MAIZE FLOUR,FM WHITE GRAIN,REFINED,RAW *BOILED*","A002Q#F20.A07QZ$F28.A07GL","Maize flour, HOW=W/o husks, PROCESS=Boiling",,66.6,66.6,246,,4.8,,,52.7,,,,1.2,,,,,,2,0.73,0.47,,,,,,,,,0,0.06,0.03,0.54,,0.11,10,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,830022,,"* MANGO,GREEN,FRESH,RAW *BOILED*","A01LF#F28.A07GL$F10.A07XM$F10.A166Y","Mangoes, PROCESS = Boiling, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = Fresh",,13,13,7,,0.1,,,1.8,,,,0,,,,,,1,0.18,0.46,,,,,,,,,7.84,0,0,0.02,,0.01,1,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,801104,,"* MILLET FLOUR,FM DRIED GRAIN *BOILED*","A002T#F28.A07GL","Millet flour,  PROCESS=Boiling",,126.1,126.1,471,,13.7,,,90.8,,,,5.3,,,,,,10,3.76,2.09,,,,,,,,,0,0.43,0.33,5.3,,0.43,74,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,7.6,7.6,3,,0.1,,,0.7,,,,0,,,,,,2,0.02,0.01,,,,,,,,,0.48,0,0,0.01,,0.01,1,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,827003,,"* ORANGE/LEMON JUICE,HOME-MADE,W/O SUGAR *BOILED*","A03AN#F10.A077K$F28.A07GL","Mixed fruit juice, INFO=Without added sugar, PROCESS=Boiling",,24.2,24.2,11,,0,,,2.7,,,,0,,,,,,29,0.02,0.01,,,,,,,,,12.65,0.02,0.24,0.06,,0.02,0,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,801106,,"* SORGHUM FLOUR,FM DRIED GRAIN *BOILED*","A003T#F28.A07GL","Sorghum flour,  PROCESS=Boiling",,28.4,28.4,96,,3.2,,,21.2,,,,0.9,,,,,,8,1.25,0.46,,,,,,,,,0,0.05,0.04,0.75,,0.04,3,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,830102,,"* TAMARIND,FRESH,RAW *BOILED*","A019J#F10.A166Y$F28.A07HS$F28.A07GL","Tamarind,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,2.3,2.3,5,,0.1,,,1.4,,,,0,,,,,,2,0.06,0,,,,,,,,,0.06,0.01,0,0.04,,0,0,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,41.7,41.7,8,,0.4,,,1.6,,,,0.1,,,,,,4,0.11,0.07,,,,,,,,,4.51,0.02,0.01,0.23,,0.03,5,,,,,0,17,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,2001,,"CASSAVA ROOT,FRESH,RAW","A00ZZ#F10.A166Y$F28.A07HS","Cassava roots,  QUAL=Fresh,  PROCESS=Raw, no heat treatment",,74.7,74.7,119,,1,,,28.4,,,,0.2,,,,,,12,0.2,0.25,,,,,,,,,15.38,0.07,0.04,0.63,,0.07,20,,,,,0,1,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,8010,,"GROUNDNUTS,ALL TYPES,ROASTED,PASTED","A015H#F28.A0C6N$F28.A07GY","Peanuts,  PROCESS=Pulping / mashing,  PROCESS=Roasting",,75,75,441,,18.8,,,14.7,,,,37.8,,,,,,32,1.4,2.18,,,,,,,,,0,0.05,0.08,10.05,,0.4,56,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,8003,,"GROUNDNUTS,ALL TYPES,WHOLE SEED,ROASTED","A015H#F03.A06HY$F28.A07GY","Peanuts,  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Roasting",,77.7,77.7,455,,18.4,,,16.7,,,,38.6,,,,,,42,1.76,2.57,,,,,,,,,0,0.34,0.08,10.51,,0.2,113,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,35.8,35.8,139,,0,,,35.8,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
358,1,1,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,10.3,10.3,91,,0,,,0,,,,10.3,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,178,,,,,,,,""
358,1,2,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,208,208,653,,5.4,,,159.3,,,,1.5,,,,,,65,3.95,1.46,,,,,,,,,119.82,0.52,0,2.62,,1.31,52,,,,,0,13,,,,,,,,""
358,1,2,,,,,,,,,,,,,,,,,,,830022,,"* MANGO,GREEN,FRESH,RAW *BOILED*","A01LF#F28.A07GL$F10.A07XM$F10.A166Y","Mangoes, PROCESS = Boiling, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = Fresh",,6.9,6.9,4,,0,,,1,,,,0,,,,,,0,0.1,0.24,,,,,,,,,4.12,0,0,0.01,,0.01,0,,,,,0,0,,,,,,,,""
358,1,2,,,,,,,,,,,,,,,,,,,801104,,"* MILLET FLOUR,FM DRIED GRAIN *BOILED*","A002T#F28.A07GL","Millet flour,  PROCESS=Boiling",,65.7,65.7,246,,7.2,,,47.3,,,,2.7,,,,,,5,1.96,1.09,,,,,,,,,0,0.22,0.17,2.76,,0.22,39,,,,,0,0,,,,,,,,""
358,1,2,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,14.4,14.4,6,,0.2,,,1.3,,,,0,,,,,,3,0.03,0.02,,,,,,,,,0.91,0.01,0,0.02,,0.02,2,,,,,0,0,,,,,,,,""
358,1,2,,,,,,,,,,,,,,,,,,,827003,,"* ORANGE/LEMON JUICE,HOME-MADE,W/O SUGAR *BOILED*","A03AN#F10.A077K$F28.A07GL","Mixed fruit juice, INFO=Without added sugar, PROCESS=Boiling",,12.7,12.7,6,,0,,,1.4,,,,0,,,,,,15,0.01,0.01,,,,,,,,,6.66,0.01,0.13,0.03,,0.01,0,,,,,0,0,,,,,,,,""
358,1,2,,,,,,,,,,,,,,,,,,,801201,,"* RICE,WHITE GRAIN (POLISHED),RAW *BOILED*","A003D#F28.A07HS$F28.A07GL","Rice grain, polished,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,42.3,42.3,152,,2.8,,,33.5,,,,0.2,,,,,,4,0.32,0.49,,,,,,,,,0,0.03,0.02,0.68,,0.06,3,,,,,0,0,,,,,,,,""
358,1,2,,,,,,,,,,,,,,,,,,,801106,,"* SORGHUM FLOUR,FM DRIED GRAIN *BOILED*","A003T#F28.A07GL","Sorghum flour,  PROCESS=Boiling",,14.3,14.3,48,,1.6,,,10.7,,,,0.5,,,,,,4,0.63,0.23,,,,,,,,,0,0.03,0.02,0.38,,0.02,1,,,,,0,0,,,,,,,,""
358,1,2,,,,,,,,,,,,,,,,,,,830102,,"* TAMARIND,FRESH,RAW *BOILED*","A019J#F10.A166Y$F28.A07HS$F28.A07GL","Tamarind,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,1.2,1.2,3,,0,,,0.8,,,,0,,,,,,1,0.03,0,,,,,,,,,0.03,0,0,0.02,,0,0,,,,,0,0,,,,,,,,""
358,1,2,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,60.4,60.4,11,,0.5,,,2.4,,,,0.1,,,,,,6,0.16,0.1,,,,,,,,,6.53,0.02,0.01,0.34,,0.04,8,,,,,0,24,,,,,,,,""
